species,year,location,low75,median,high75,low50,high50,.group,type,panel,fill,data,y,x,PANEL,shape,colour,size,alpha,stroke,facet
Pink,1995,NA,4651.348039079942,5280.605611251068,5960.304630048618,4896.648235591044,5677.5079060250655,180,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,1995,NA,3423.4856330155144,3930.391142813664,4540.472075996154,3642.122162447342,4261.736713106728,140,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,1996,NA,815.6188271497284,963.7872936942738,1145.382483145404,865.2522446220023,1057.2080254459838,61,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,1996,NA,3641.7800283391493,4315.416618471005,5296.9602792158375,3883.4962650114367,4815.324300401956,101,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,1996,NA,674.4642974924562,799.3165665418499,975.1765425808603,722.7953460405795,887.9946148810212,21,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,1996,NA,4761.706867716357,5408.433960824394,6092.388430854766,5021.930316680198,5813.631383251413,181,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,1996,NA,3417.2734985964644,3929.561277433646,4548.049893390097,3631.6766140989275,4264.748594389468,141,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,1997,NA,817.5750899616206,967.5034141849757,1154.1310199311247,874.670357220452,1068.3551619550306,62,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,1997,NA,3705.1617474433856,4400.892418160163,5433.104884764587,3963.7728978993096,4941.357768592299,102,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,1997,NA,670.4824559339746,794.6629548477054,971.9143704910998,717.7214215601527,882.9786634806803,22,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,1997,NA,4857.054976057901,5531.977635063118,6246.231950911578,5125.781485413436,5950.68195035093,182,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,1997,NA,3415.0782180921224,3920.6982147365734,4539.896267281048,3622.171429278301,4258.53706676404,142,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,1998,NA,822.4488652145025,976.6097855850619,1163.5438206068184,881.6177727588769,1072.825441646046,63,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,1998,NA,3763.0087290328934,4466.023563316214,5507.799688185085,4023.2712610292206,5007.871986777317,103,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,1998,NA,665.8166530601379,794.4323478182114,970.1741325584233,716.0399594368732,883.2207987145106,23,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,1998,NA,4962.4949348454775,5639.301331856825,6379.168246740616,5234.162020014788,6067.127274772543,183,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,1998,NA,3405.3543000415502,3917.9427887898573,4547.475266349526,3612.977678632484,4264.758858873347,143,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,1999,NA,824.5558103725087,979.6314871840623,1169.755278555736,883.2271509184362,1081.8859730430224,64,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,1999,NA,3771.036056256931,4471.403488790601,5533.191335109659,4042.504121394445,5006.870254345166,104,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,1999,NA,666.7023366354301,794.5567636292101,973.0247994380455,717.9224552946484,885.6206904748169,24,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,1999,NA,5047.969958057101,5738.638239257307,6510.69388277472,5326.127136710281,6169.319604963517,184,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,1999,NA,3399.2588206214414,3924.5340932175013,4532.90615911842,3609.783469499153,4269.566196280544,144,Nutrients,e) Species nutrients,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2000,NA,822.9855450807722,982.3474033704779,1172.5682900297472,883.5549848747542,1087.812302478742,65,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2000,NA,3745.0021096764303,4406.272624198404,5494.985841459211,4014.6880406546725,4972.63279338059,105,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2000,NA,674.6956838644727,795.5456232303562,983.9519213989578,721.0397306520281,891.5747815309853,25,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2000,NA,5143.850973359343,5829.675044121739,6623.591908518662,5426.125517862863,6277.34727225153,185,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2000,NA,3405.82291852693,3930.2837923889883,4542.242795450819,3605.6592160614673,4272.409799214051,145,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2001,NA,816.7686949551602,979.0954951942329,1166.6397270100733,878.5526861464821,1080.7359834358492,66,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2001,NA,3670.8902681651375,4332.07534771608,5407.736209746589,3950.7681150308267,4883.759841542105,106,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2001,NA,677.3539459401082,800.7696814438316,990.0744038912648,719.7203593105938,892.8040431494053,26,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2001,NA,5222.580225801092,5902.4413433422815,6715.137146606263,5493.425396986902,6364.129925003427,186,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2001,NA,3401.3451204908897,3928.6186756451552,4564.511813157433,3605.8366984003715,4274.516031539228,146,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2002,NA,805.4544735348852,962.4360244732613,1153.1463692313882,869.4806172642413,1070.5834716257966,67,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2002,NA,3597.0587381463884,4229.430153886238,5297.621526781008,3872.247330398414,4760.075307208219,107,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2002,NA,681.0322897103113,802.8991444640498,996.8985758276749,721.9841267283723,897.595808311014,27,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2002,NA,5295.435451461713,5958.488511817854,6800.55959960068,5571.0580132767645,6436.709337469794,187,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2002,NA,3399.3430696126097,3926.011545368495,4553.985023513881,3600.1410427384435,4263.2492813329245,147,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2003,NA,786.941114490929,944.4841997034712,1135.4723266925896,850.1238196855779,1053.5005082917176,68,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2003,NA,3524.9240454640844,4114.746068655081,5167.951545761523,3776.348032732629,4607.938179734128,108,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2003,NA,678.532227429215,799.8901910017162,992.1194404732166,720.3606006406608,898.4243133032805,28,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2003,NA,5348.358059511027,6000.178855327187,6875.832641495449,5628.599673997039,6494.533064650305,188,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2003,NA,3393.61227607326,3923.23696683758,4531.048240321099,3591.8314434507356,4256.6753537102195,148,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2004,NA,769.7870245070587,914.9536801080037,1100.8037122304067,825.4341944361377,1019.3267478601939,69,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2004,NA,3447.4615454752716,3996.860034686657,5025.6356145306145,3666.4017435641454,4488.348135386643,109,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2004,NA,675.6939543082303,791.848234457003,988.2612533532483,719.3852836981858,894.0996950938643,29,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2004,NA,5396.402056589321,6056.504546102266,6911.8119982396465,5663.195749189507,6520.41913499845,189,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2004,NA,3394.2606172870574,3913.117572914969,4508.969797728096,3596.857945996862,4257.788551739798,149,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2005,NA,743.2477441809211,881.1055755666073,1062.8150432574398,796.1411046042981,980.4406262524337,70,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2005,NA,3337.2031137643257,3873.937799806277,4871.129170959032,3550.4882338224256,4375.487964964863,110,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2005,NA,671.4205602364517,784.2180519698711,977.007652617505,714.8866308137715,888.6787654834509,30,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2005,NA,5405.249161339974,6083.240096757036,6930.520996550545,5682.232375669187,6548.087473488845,190,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2005,NA,3391.0639072564436,3896.7349999163525,4502.330635367193,3580.9828349001536,4242.986004829591,150,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2006,NA,708.8892437950893,844.7066338050879,1018.0420057557275,759.9358454857728,939.3566079523378,71,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2006,NA,3235.533550367417,3774.9185760636665,4721.412029098751,3447.660693579714,4252.445758180034,111,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2006,NA,662.0017722851564,777.6741377296405,964.2521662739941,706.0136916326851,879.7038240743301,31,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2006,NA,5417.924658277147,6108.33090058316,6908.429652328169,5686.352946248113,6591.366821123665,191,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2006,NA,3383.657496119363,3883.452834455039,4478.896016052846,3565.203208776563,4231.300465412065,151,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2007,NA,680.4626784293548,807.7154773702134,971.7375310409946,726.9207812629999,898.6243756571614,72,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2007,NA,3140.3573575633627,3662.440669569726,4594.795184775899,3349.2290167687083,4126.525302092484,112,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2007,NA,654.5000385072578,768.2933720693338,950.012105191321,696.641262180471,870.1853111992566,32,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2007,NA,5418.84120792553,6129.328890643019,6918.228951472875,5693.287683954248,6605.457014014312,192,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2007,NA,3366.790569654099,3865.2579370970398,4458.953179225659,3550.8347256917145,4211.4067794369075,152,Nutrients,e) Species nutrients,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2008,NA,647.3659845875102,772.5951929711853,924.9038556615005,692.8482816666998,862.0895897276163,73,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2008,NA,3043.9294046540285,3573.0149697847755,4464.188840556251,3266.6102244294016,4016.864000997099,113,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2008,NA,645.93975989557,761.5149585140709,940.4208928401689,689.6185383871232,861.4120277968184,33,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2008,NA,5408.49774598622,6138.048964063111,6955.7328017282,5698.798866733839,6598.517315025945,193,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2008,NA,3360.776871425134,3861.3645247885033,4449.592641888386,3545.517820796824,4190.633067014993,153,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2009,NA,615.1281539474558,739.8070616789271,891.1528333113934,662.098746508433,826.7276629267576,74,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2009,NA,2982.246616474213,3507.156946318315,4385.345179358286,3190.461726853069,3952.8990331997948,114,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2009,NA,636.9497296126104,751.7393926136383,926.6046764970582,679.2910730630541,846.6276386007486,34,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2009,NA,5396.097677061397,6163.110756215907,6991.849863825072,5706.601368895006,6623.749700399565,194,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2009,NA,3362.4852148369464,3850.1705643396645,4439.2483774596785,3537.8703627694094,4159.459041069449,154,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2010,NA,591.7177595544464,710.264793751068,860.5615128880132,635.0679108709243,796.2481395475216,75,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2010,NA,2920.6368591504206,3447.737953925209,4303.202747736077,3143.3851695058265,3888.558464254781,115,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2010,NA,629.8442895778021,746.0775406235539,914.6141636174424,672.48790200743,836.1465869350139,35,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2010,NA,5420.4551388571435,6194.205940041931,7033.541565422126,5745.778913297717,6631.897585266421,195,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2010,NA,3359.9884788031427,3834.8926318959248,4435.967384301182,3527.6013450876126,4163.907532237577,155,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2011,NA,569.364982347796,680.571022358781,835.9566894690136,609.2427566606812,771.3453603320617,76,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2011,NA,2899.4495361256604,3427.5882124087493,4248.058776495519,3107.978379703674,3841.2047278708815,116,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2011,NA,621.3401274875528,740.4450117777369,904.9375945982449,662.0976222804868,825.6852687546664,36,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2011,NA,5406.92269870644,6231.602455354758,7094.884103587203,5770.345006076496,6702.657370376457,196,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2011,NA,3360.0756383912244,3834.7310985805016,4453.410538675836,3527.316795020043,4151.187703240143,156,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2012,NA,548.3913137971352,660.6324668810885,816.2357296600227,585.9995009668421,745.1468878510298,77,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2012,NA,2882.184744351539,3414.920232538897,4246.648202852642,3082.1037621367423,3841.862444506885,117,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2012,NA,611.5313185863108,731.4326462698257,901.4431767465162,653.1780799395636,816.7452752902791,37,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2012,NA,5432.221885610266,6264.456921303031,7234.395980117665,5791.076482957462,6744.471663019842,197,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2012,NA,3356.799618725722,3838.093380564045,4471.711126627659,3521.818896814686,4151.782595666364,157,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2013,NA,523.8437277377419,641.2762670404745,801.5093896710961,569.8876130258848,728.5023839158839,78,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2013,NA,2876.222860327948,3425.470021888669,4310.491627327892,3098.4473010262873,3869.571528019316,118,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2013,NA,604.2757097074299,722.5518199927485,897.2087611163907,643.0320072368826,815.7495576234088,38,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2013,NA,5452.413870046654,6299.969802444227,7383.681039611663,5832.185059204001,6839.333140644044,198,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2013,NA,3340.3721233878973,3836.533813220467,4513.01034208749,3521.4409555731645,4163.293426595212,158,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2014,NA,499.40420553708736,625.0652130436856,791.410854261353,548.8437078320885,714.7790924623562,79,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2014,NA,2885.1898764857597,3460.2428853096053,4383.135577161797,3116.8422198199764,3935.6147400145146,119,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2014,NA,591.8061186388621,711.213899054382,895.939672330324,635.4836951333697,812.9251486122527,39,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2014,NA,5480.545010443005,6372.847356302392,7503.767227283867,5863.0113925578235,6958.205820526861,199,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2014,NA,3334.0123642743833,3845.2762864738993,4553.287097242507,3528.3232806999576,4174.184990015112,159,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chinook,2015,NA,479.5640082028348,608.1882165901914,784.8341656281782,529.0679664118322,708.9541336445927,80,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Chum,2015,NA,2927.1106772771636,3527.9596540162083,4475.169945532657,3147.270379007508,4048.0560849729573,120,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Coho,2015,NA,579.5044656192943,706.1105567998777,903.1074262363954,626.9053225241155,807.3722602547683,40,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Pink,2015,NA,5450.187797115345,6453.420173730266,7659.061008769945,5885.449659396629,7085.799236940658,200,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Sockeye,2015,NA,3323.4598801038333,3855.890021489419,4598.755037439687,3522.696833882598,4212.169723113833,160,Nutrients,e) Species nutrients,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,e) Species nutrients
Total,1976,NA,7.350978680483456,9.240593159047247,11.25786288320736,8.134652692232928,10.375888520093138,1,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1977,NA,7.348799784152377,9.27180182637003,11.250433920193611,8.179104770979665,10.353150223800714,2,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1978,NA,7.409448202916601,9.337107315018592,11.328098599678523,8.221910405822427,10.450891438569165,3,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1979,NA,7.5222620966025495,9.431890429187789,11.401541727439453,8.316959470728253,10.545997589818892,4,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1980,NA,7.593859224011622,9.532321879739715,11.509682247930533,8.431263966948446,10.654149996043426,5,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1981,NA,7.705203473754879,9.644160234973834,11.698911994472674,8.573735704102315,10.812369665268559,6,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1982,NA,7.836493388511066,9.815337114151152,11.871900392354322,8.70792469077162,10.966451240882066,7,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1983,NA,7.957332936379865,9.985621557600858,12.01705747794583,8.858709558666124,11.147701423398658,8,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1984,NA,8.085961871568692,10.14528567371604,12.1890744020991,8.991260614099403,11.320119522479748,9,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1985,NA,8.198777103540612,10.300472034211936,12.39352162276167,9.13091505735486,11.50608605726337,10,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1986,NA,8.280547534646638,10.43357600505988,12.554528250826076,9.275664922927973,11.650711858878246,11,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1987,NA,8.414060896021086,10.570017999579814,12.715483854901299,9.379649336519188,11.815792196580187,12,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1988,NA,8.514913250653699,10.7098321502197,12.910548868780158,9.518144847711412,11.969123878626396,13,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1989,NA,8.642456339204456,10.847108097782911,13.05028707092059,9.621375782125302,12.116119397507198,14,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1990,NA,8.75629704936016,10.978926202098783,13.225346417320015,9.705702083621976,12.264450225980823,15,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1991,NA,8.867474212030936,11.12943584355198,13.433875518777361,9.83713904347621,12.403397549736592,16,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1992,NA,9.01927087048584,11.288244715857756,13.601881761112631,9.987642541429238,12.539148370922716,17,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1993,NA,9.163736038056744,11.44619684642199,13.80667850725686,10.137170403949142,12.705710202605745,18,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1994,NA,9.275228301666605,11.61795497055964,13.997486642161746,10.27531635315259,12.907739125581351,19,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1995,NA,9.411325923106844,11.7850556782618,14.206425716550688,10.393385812193896,13.088737152763553,20,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
Total,1996,NA,9.550340785346004,11.956087685462618,14.365609384574391,10.551408892166087,13.227028182668231,21,Contaminants,f) Total Contaminants,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,f) Total Contaminants
